conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,hitting_stats_at_bats,hitting_stats_runs,hitting_stats_hits,hitting_stats_runs_batted_in,hitting_stats_doubles,hitting_stats_triples,hitting_stats_home_runs,hitting_stats_walks,hitting_stats_intentional_walks,hitting_stats_hit_by_pitch,hitting_stats_strikeouts,hitting_stats_strikeouts_looking,hitting_stats_stolen_bases,hitting_stats_caught_stealing,hitting_stats_sacrifice_hits,hitting_stats_sacrifice_flies,hitting_stats_reached_on_catchers_interference,hitting_stats_reached_on_error,hitting_stats_reached_on_fielders_choice,hitting_stats_grounded_into_doubleplay,hitting_stats_picked_off,hitting_stats_total_double_plays,hitting_stats_total_triple_plays,hitting_stats_onbase_percentage,hitting_stats_total_bases,hitting_stats_total_plate_appearances,hitting_stats_stolen_base_attempts,hitting_stats_stolen_base_percentage,hitting_stats_batting_average,hitting_stats_slugging_percentage,fielding_stats_putouts,fielding_stats_assists,fielding_stats_errors,fielding_stats_passed_balls,fielding_stats_catchers_interference,fielding_stats_stolen_bases_against,fielding_stats_caught_stealing_by,fielding_stats_involved_in_double_plays,fielding_stats_involved_in_triple_plays,fielding_stats_total_chances,fielding_stats_fielding_percentage,fielding_stats_stolen_bases_against_attempts,fielding_stats_stolen_bases_against_percentage,pitching_stats_hits_allowed,pitching_stats_appearances,pitching_stats_games_started,pitching_stats_wins,pitching_stats_losses,pitching_stats_saves,pitching_stats_complete_games,pitching_stats_shutouts,pitching_stats_credit_for_combined_shutout,pitching_stats_games_finished,pitching_stats_innings_pitched,pitching_stats_runs_allowed,pitching_stats_earned_runs_allowed,pitching_stats_walks_allowed,pitching_stats_strikeouts,pitching_stats_doubles_allowed,pitching_stats_triples_allowed,pitching_stats_home_runs_allowed,pitching_stats_earned_run_average,pitching_stats_opponents_at_bats,pitching_stats_batters_faced,pitching_stats_wild_pitches,pitching_stats_hit_batters,pitching_stats_balks,pitching_stats_sacrifice_flies_allowed,pitching_stats_sacrifice_hits_allowed,pitching_stats_catchers_interference_allowed,pitching_stats_intentional_walks,pitching_stats_strikeouts_looking,pitching_stats_opponent_batting_average,hitting_summary_stats_times_reached_base_on_error,hitting_summary_stats_times_reached_base_on_fielders_choice,hitting_summary_stats_times_grouded_out,hitting_summary_stats_times_flied_out,hitting_summary_stats_hits_ab_with_2_outs,hitting_summary_stats_batting_avg_with_2_outs,hitting_summary_stats_hits_with_2_outs,hitting_summary_stats_ab_with_2_outs,hitting_summary_stats_hits_ab_with_runners_on_base,hitting_summary_stats_batting_avg_with_runners_on_base,hitting_summary_stats_hits_with_runners_on_base,hitting_summary_stats_ab_with_runners_on_base,hitting_summary_stats_hits_ab_with_runners_in_scoring_position,hitting_summary_stats_batting_avg_with_runners_in_scoring_position,hitting_summary_stats_hits_with_runners_in_scoring_position,hitting_summary_stats_ab_with_runners_in_scoring_position,hitting_summary_stats_hits_ab_vs_left_handed_pitchers,hitting_summary_stats_batting_avg_vs_left_handed_pitchers,hitting_summary_stats_hits_vs_left_handed_pitchers,hitting_summary_stats_ab_vs_left_handed_pitchers,hitting_summary_stats_hits_ab_vs_right_handed_pitchers,hitting_summary_stats_batting_avg_vs_right_handed_pitchers,hitting_summary_stats_hits_vs_right_handed_pitchers,hitting_summary_stats_ab_vs_right_handed_pitchers,hitting_summary_stats_success_opps_as_leadoff_batter_in_inning,hitting_summary_stats_success_opps_to_drive_in_runner_from_3rd_with_less_than_2_outs,hitting_summary_stats_number_of_runners_advanced_ab,hitting_summary_stats_hits_ab_with_bases_loaded,hitting_summary_stats_batting_avg_with_bases_loaded,hitting_summary_stats_hits_with_bases_loaded,hitting_summary_stats_ab_with_bases_loaded,hitting_summary_stats_hits_ab_as_pinch_hitter,hitting_summary_stats_batting_avg_as_pinch_hitter,hitting_summary_stats_hits_as_pinch_hitter,hitting_summary_stats_ab_as_pinch_hitter,hitting_summary_stats_times_advanced_at_least_1_runner_with_an_out,hitting_summary_stats_runners_left_on_base,hitting_summary_stats_two_out_rbis,pitching_summary_stats_fly_outs_allowed,pitching_summary_stats_ground_outs_allowed,pitching_summary_stats_runners_picked_off,pitching_summary_stats_success_opps_vs_leadoff_batters,pitching_summary_stats_hits_ab_with_runners_on_base,pitching_summary_stats_hits_ab_vs_left_handed_batters,pitching_summary_stats_hits_ab_vs_right_handed_batters,pitching_summary_stats_hits_ab_with_2_outs,composite_score,rank,rating,global_rank
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,softball,Macalester,Allyson Wolf,,,,37,31,84,11,28,16,4,1,1,7,0,1,12,5,2,0,2,0,0,0,0,0,0,0,0,0.391,37,94,2,1.0,0.333,0.44,28,54,6,0,0,0,0,1,0,88,0.932,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,24,20,"9,24",0.38,9,24,"20,49",0.41,20,49,"15,36",0.42,15,36,"0,1",0.0,0,1,0,0,0,0,"5,22","4,5","32,54",39,0.0,0,0,"1,1",1.0,1,1,5,21,0,,,,,,,,,1.1249702811757551,57,71,1506
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,softball,Macalester,Elizabeth Welch,,,,42,42,118,22,34,17,0,1,0,18,0,2,18,4,1,0,3,0,0,0,0,3,0,3,0,0.391,36,141,1,1.0,0.288,0.305,261,8,1,0,0,4,0,6,0,270,0.996,4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,43,20,"10,36",0.28,10,36,"23,70",0.33,23,70,"18,61",0.3,18,61,"1,4",0.25,1,4,0,0,0,0,"12,30","6,12","47,78",57,0.0,0,0,0,0.0,0,0,17,24,0,,,,,,,,,1.1127020126934757,58,71,1469
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,softball,St. Catherine,Sam Aronson,,,,41,41,120,18,33,14,5,0,0,9,0,3,12,3,4,1,2,2,0,0,0,0,0,0,0,0.336,38,136,5,0.8,0.275,0.317,91,47,8,0,0,13,1,1,0,146,0.945,14,0.929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,8,28,40,"10,31",0.32,10,31,"20,60",0.33,20,60,"10,42",0.24,10,42,"5,9",0.56,5,9,0,0,0,0,"9,30","7,11","41,66",41,0.0,0,0,0,0.0,0,0,14,23,0,,,,,,,,,1.0667226809454653,59,71,1487
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,softball,Hamline,A. Chamernic,,,,30,26,82,12,26,17,4,0,0,9,0,0,9,2,8,1,1,0,0,0,0,0,0,0,0,0.385,30,92,9,0.889,0.317,0.366,32,2,1,0,0,0,0,0,0,35,0.971,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,24,20,"10,21",0.48,10,21,"16,44",0.36,16,44,"12,31",0.39,12,31,"4,7",0.57,4,7,0,0,0,0,"9,20","8,13","28,46",114,0.0,0,0,6,0.0,0,0,10,9,0,,,,,,,,,1.0611523542891101,60,70,1480
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,softball,Saint Benedict,Lauren Freeberg,,,,29,24,80,12,22,10,6,0,2,2,0,2,13,1,2,0,2,0,0,0,0,0,0,0,0,0.31,34,86,2,1.0,0.275,0.425,34,47,8,0,0,0,0,4,0,89,0.91,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,26,17,"4,24",0.17,4,24,"8,30",0.27,8,30,"5,19",0.26,5,19,"2,7",0.29,2,7,0,0,0,0,"13,30","0,2","17,33",6,0.0,0,0,12,0.0,0,0,4,13,0,,,,,,,,,1.0479191516355306,61,70,1622
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,softball,Hamline,Mi. Johnson,,,,34,32,102,17,31,10,6,0,0,5,0,0,4,1,6,1,2,0,0,0,0,0,0,1,0,0.336,37,109,7,0.857,0.304,0.363,54,4,1,0,0,0,0,0,0,59,0.983,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,38,28,"7,34",0.21,7,34,"17,47",0.36,17,47,"13,32",0.41,13,32,"2,6",0.33,2,6,0,0,0,0,"14,34","4,7","28,51",3,0.0,0,0,24,0.0,0,0,10,25,0,,,,,,,,,1.0434603366218553,62,70,1486
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,softball,Augsburg,Olivia Funk,,,,39,37,108,11,32,20,5,1,1,8,0,0,27,3,1,0,0,0,0,0,0,0,0,1,0,0.345,42,116,1,1.0,0.296,0.389,11,4,4,0,0,9,2,0,0,19,0.789,11,0.818,35.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,28.0,34.0,25.0,29.0,17.0,11.0,0.0,0.0,6.25,112.0,151.0,9.0,6.0,0.0,3.0,1.0,0.0,0.0,6.0,0.313,1,7,21,26,"8,28",0.29,8,28,"22,63",0.35,22,63,"18,39",0.46,18,39,"2,8",0.25,2,8,0,0,0,0,"10,26","6,12","34,65",8,0.0,0,0,0,0.0,0,0,8,22,0,41.0,21.0,0.0,"0,6","2,6","0,2",0.0,"2,8",1.035138185774028,63,70,1595
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,softball,Carleton,Adriana Wiggins,,,,40,40,115,19,32,13,7,0,0,15,0,2,11,4,3,3,0,0,0,0,0,0,0,0,0,0.371,39,132,6,0.5,0.278,0.339,29,3,0,0,0,0,0,1,0,32,1.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,35,33,"11,52",0.21,11,52,"17,68",0.25,17,68,"11,45",0.24,11,45,"3,8",0.38,3,8,0,0,0,0,"11,23","6,9","32,75",67,0.0,0,0,1,0.0,0,0,8,37,0,,,,,,,,,0.978057658581359,64,69,1559
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,softball,Saint Mary's,Alexandra Gerber,,,,42,40,90,23,25,11,1,0,0,9,0,0,11,2,7,0,4,0,0,0,0,0,1,0,0,0.343,26,103,7,1.0,0.278,0.289,43,0,0,0,0,0,0,1,0,43,1.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1,41,8,"8,27",0.3,8,27,"17,48",0.35,17,48,"13,40",0.33,13,40,"2,5",0.4,2,5,0,0,0,0,"5,24","5,8","35,54","1,1",1.0,1,1,0,0.0,0,0,13,16,0,,,,,,,,,0.9757130466883286,65,69,1551
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,softball,St. Olaf,Rylan Nakamura,,,,40,40,87,19,18,10,2,0,1,16,0,2,11,6,6,0,9,1,0,0,0,0,0,1,0,0.34,23,115,6,1.0,0.207,0.264,94,95,3,0,0,0,0,8,0,192,0.984,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,25,40,"4,30",0.13,4,30,"8,36",0.22,8,36,"8,32",0.25,8,32,"0,1",0.0,0,1,0,0,0,0,"7,25","5,8","27,51",21,0.0,0,0,0,0.0,0,0,13,25,0,,,,,,,,,0.9464633917934455,66,69,1639
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,softball,St. Scholastica,Emma Bolin,,,,32,31,103,12,36,6,2,0,0,7,0,3,6,1,10,3,0,0,0,0,0,0,0,0,0,0.407,38,113,13,0.769,0.35,0.369,28,74,2,0,0,0,0,4,0,104,0.981,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,39,16,"11,30",0.37,11,30,"15,43",0.35,15,43,"7,20",0.35,7,20,"1,2",0.5,1,2,0,0,0,0,"18,46","2,3","23,44",4,0.0,0,0,"1,1",1.0,1,1,8,16,0,,,,,,,,,0.9440014200936345,67,69,1539
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,softball,Carleton,Grace Colburn,,,,35,34,91,7,26,20,4,1,1,9,0,0,15,3,0,1,0,3,0,0,0,1,0,1,0,0.34,35,103,1,0.0,0.286,0.385,198,6,1,0,0,0,0,2,0,205,0.995,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,29,20,"7,32",0.22,7,32,"16,46",0.35,16,46,"13,31",0.42,13,31,"0,9",0.0,0,9,0,0,0,0,"11,26","9,11","28,50",73,0.0,0,0,7,0.0,0,0,11,25,0,,,,,,,,,0.9372819799417769,68,69,1672
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,softball,St. Olaf,Roxanne Ring,,,,31,22,81,10,22,18,6,1,1,7,0,0,10,1,0,0,2,0,0,0,0,0,0,0,0,0.33,33,90,0,0.0,0.272,0.407,23,30,1,0,0,17,3,2,0,54,0.981,20,0.85,105.0,1.0,13.0,12.0,4.0,0.0,8.0,4.0,0.0,0.0,108.0,42.0,35.0,14.0,59.0,11.0,0.0,3.0,2.27,415.0,450.0,1.0,6.0,0.0,4.0,11.0,0.0,0.0,19.0,0.253,3,4,22,26,"10,34",0.29,10,34,"15,52",0.29,15,52,"10,37",0.27,10,37,"1,2",0.5,1,2,0,0,0,0,"5,11","7,11","28,58",47,0.0,0,0,8,0.0,0,0,10,29,0,101.0,150.0,0.0,"1,4","3,9","0,2",0.0,"3,7",0.9268936793040969,69,68,1679
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,softball,Gustavus,Lauren Lambert,,,,39,39,113,6,28,20,9,0,0,20,0,1,5,3,1,1,0,1,1,0,0,1,0,3,0,0.363,37,136,2,0.5,0.248,0.327,270,6,6,0,0,0,0,9,0,282,0.979,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7,48,30,"14,43",0.33,14,43,"20,69",0.29,20,69,"14,48",0.29,14,48,"1,7",0.14,1,7,0,0,0,0,"4,17","5,6","37,76",81,0.0,0,0,0,0.0,0,0,11,29,0,,,,,,,,,0.8004696092435263,70,68,1702
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,softball,Hamline,J. Cariveau,,,,37,36,94,16,26,13,2,0,0,17,0,3,8,3,4,5,2,2,0,0,0,1,1,1,0,0.397,28,118,9,0.444,0.277,0.298,35,70,8,0,0,0,0,5,0,113,0.929,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,29,31,"10,39",0.26,10,39,"16,47",0.34,16,47,"12,35",0.34,12,35,"2,6",0.33,2,6,0,0,0,0,"13,31","8,13","33,58",1,0.0,0,0,"0,1",0.0,0,1,9,19,0,,,,,,,,,0.7711301640826996,71,68,1719
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,softball,Bethel,Julia Helget,,,,37,36,100,16,31,14,7,0,0,6,0,4,21,10,5,1,4,0,0,0,0,0,0,0,0,0.373,38,114,6,0.833,0.31,0.38,79,5,8,0,0,0,0,1,0,92,0.913,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,23,25,"7,38",0.18,7,38,"20,47",0.43,20,47,"15,34",0.44,15,34,"0,3",0.0,0,3,0,0,0,0,"7,18","6,10","31,56",67,0.0,0,0,"1,1",1.0,1,1,8,27,0,,,,,,,,,0.7011570589121681,72,68,1766
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,softball,St. Catherine,Kylee Kohout,,,,39,38,96,18,25,13,5,0,0,21,0,10,26,9,11,2,3,0,0,0,0,0,1,0,0,0.441,30,130,13,0.846,0.26,0.313,210,12,5,0,0,0,0,4,0,227,0.978,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,18,29,"7,27",0.26,7,27,"10,48",0.21,10,48,"8,38",0.21,8,38,"2,5",0.4,2,5,0,0,0,0,"16,34","4,10","22,56",33,0.0,0,0,0,0.0,0,0,7,18,0,,,,,,,,,0.6861115060874635,73,67,1771
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,softball,Concordia,Danielle Lyon,,,,35,35,98,8,26,15,3,1,1,7,0,1,19,4,2,0,1,0,0,0,0,0,0,0,0,0.321,34,107,2,1.0,0.265,0.347,27,46,6,0,0,0,0,0,0,79,0.924,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,22,26,"9,29",0.31,9,29,"12,50",0.24,12,50,"8,32",0.25,8,32,"0,5",0.0,0,5,0,0,0,0,"10,22","5,10","23,53",18,0.0,0,0,"0,1",0.0,0,1,4,16,0,,,,,,,,,0.6562707162357164,74,67,1869
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,softball,Saint Benedict,Tuscany Ballot,,,,23,10,33,12,11,8,1,2,2,4,0,1,11,1,3,0,1,0,0,0,0,0,0,0,0,0.421,22,39,3,1.0,0.333,0.667,6,0,0,0,0,0,0,0,0,6,1.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,6,5,"5,13",0.38,5,13,"7,18",0.39,7,18,"6,12",0.5,6,12,"2,3",0.67,2,3,0,0,0,0,"1,4","1,1","13,22",1,0.0,0,0,127,0.0,0,0,3,8,0,,,,,,,,,0.6162304644411493,75,67,1948
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,softball,Augsburg,Grace Syson,,,,40,40,96,12,19,13,4,0,2,8,0,4,29,12,0,0,0,2,0,0,0,1,0,1,0,0.282,29,110,0,0.0,0.198,0.302,140,23,6,10,0,84,13,2,0,169,0.964,97,0.866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,26,23,"6,37",0.16,6,37,"10,61",0.16,10,61,"7,38",0.18,7,38,"1,7",0.14,1,7,0,0,0,0,"6,15","7,16","21,69",41,0.0,0,0,0,0.0,0,0,3,39,0,,,,,,,,,0.5405844758821658,76,67,2040
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,softball,Saint Benedict,Addy Bowne,,,,29,14,52,7,12,13,2,0,1,6,0,1,5,0,5,1,0,0,0,0,0,0,0,0,0,0.322,17,59,6,0.833,0.231,0.327,0,1,0,0,0,2,0,0,0,1,1.0,2,1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,4.0,4.0,5.0,5.0,0.0,0.0,0.0,4.42,22.0,29.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.136,0,4,23,11,"4,21",0.19,4,21,"9,32",0.28,9,32,"7,22",0.32,7,22,"0,1",0.0,0,1,0,0,0,0,"4,10","4,6","17,34",67,0.0,0,0,164,0.0,0,0,7,14,0,8.0,6.0,0.0,"0,1","1,3","1,1",0.0,"1,2",0.5356080825340025,77,67,1945
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,softball,Bethel,Ellie Baker,,,,29,20,65,10,19,14,4,0,1,6,0,0,15,3,2,0,0,0,0,0,0,0,0,1,0,0.352,26,71,2,1.0,0.292,0.4,2,0,0,0,0,0,0,0,0,2,1.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,9,18,"5,19",0.26,5,19,"13,40",0.33,13,40,"9,26",0.35,9,26,"0,2",0.0,0,2,0,0,0,0,"4,14","4,6","23,43",11,0.0,0,0,246,0.0,0,0,5,22,0,,,,,,,,,0.5247123175438779,78,66,1971
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,softball,Saint Benedict,Izzy Radel,,,,36,32,82,21,21,7,3,2,0,9,0,0,8,3,6,0,0,0,0,0,0,0,0,0,0,0.33,28,91,6,1.0,0.256,0.341,70,63,5,0,0,0,0,3,0,138,0.964,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,23,24,"4,25",0.16,4,25,"11,44",0.25,11,44,"6,31",0.19,6,31,"2,7",0.29,2,7,0,0,0,0,"6,15","3,6","24,45",17,0.0,0,0,"0,1",0.0,0,1,6,18,0,,,,,,,,,0.5169439364498358,79,66,1899
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,softball,Hamline,E. Martinez,,,,39,34,98,15,28,7,1,1,0,9,0,0,13,6,8,4,7,0,0,0,0,0,0,1,0,0.346,31,114,12,0.667,0.286,0.316,61,2,2,0,0,0,0,0,0,65,0.969,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3,42,14,"11,32",0.34,11,32,"15,51",0.29,15,51,"9,36",0.25,9,36,"0,2",0.0,0,2,0,0,0,0,"8,21","1,8","31,60",1,0.0,0,0,0,0.0,0,0,10,25,0,,,,,,,,,0.5055550586749749,80,66,1903
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,softball,Macalester,Dylan Tapia,,,,34,19,59,6,16,15,4,0,1,6,0,0,7,2,1,0,0,1,0,0,0,1,0,2,0,0.333,23,66,1,1.0,0.271,0.39,62,0,0,0,0,10,0,0,0,62,1.0,10,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,17,16,"5,21",0.24,5,21,"11,36",0.31,11,36,"10,29",0.34,10,29,"0,3",0.0,0,3,0,0,0,0,"6,15","4,8","20,39",37,0.0,0,0,55,0.0,0,0,5,19,0,,,,,,,,,0.4876988181297861,81,66,1994
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,softball,Gustavus,Carly Olson,,,,40,40,122,4,31,16,6,0,1,15,0,3,24,6,0,2,0,0,0,0,0,0,0,0,0,0.35,40,140,2,0.0,0.254,0.328,96,36,8,6,0,28,2,2,0,140,0.943,30,0.933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,19,43,"12,41",0.29,12,41,"17,66",0.26,17,66,"13,45",0.29,13,45,"5,8",0.63,5,8,0,0,0,0,"13,39","6,10","29,71",60,0.0,0,0,0,0.0,0,0,5,33,0,,,,,,,,,0.48587599134123277,82,65,2006
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,softball,Saint Benedict,Izzy Guttenfelder,,,,29,8,32,11,13,8,2,0,1,3,0,0,6,4,5,3,0,0,0,0,0,0,1,0,0,0.457,18,35,8,0.625,0.406,0.563,9,0,1,0,0,0,0,0,0,10,0.9,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,4,9,"6,18",0.33,6,18,"10,24",0.42,10,24,"5,16",0.31,5,16,"2,2",1.0,2,2,0,0,0,0,"1,4","1,1","10,24",12,0.0,0,0,39,0.0,0,0,0,15,0,,,,,,,,,0.38969570928680725,83,65,2072
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,softball,St. Catherine,Lucy Mansell,,,,39,37,104,14,30,10,8,0,0,5,0,1,19,1,5,2,4,0,0,0,0,0,0,1,0,0.327,38,114,7,0.714,0.288,0.365,44,1,2,0,0,0,0,0,0,47,0.957,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,7,25,29,"8,29",0.28,8,29,"21,64",0.33,21,64,"12,39",0.31,12,39,"1,5",0.2,1,5,0,0,0,0,"7,18","3,10","33,68",5,0.0,0,0,24,0.0,0,0,9,19,0,,,,,,,,,0.38467493054911156,84,65,2013
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,softball,St. Olaf,Belle Schmidt,,,,38,34,84,13,27,7,4,0,0,7,0,0,11,4,5,2,0,0,0,0,0,0,0,0,0,0.374,31,91,7,0.714,0.321,0.369,38,1,2,0,0,0,0,1,0,41,0.951,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,30,15,"11,33",0.33,11,33,"13,39",0.33,13,39,"8,31",0.26,8,31,"1,2",0.5,1,2,0,0,0,0,"7,18","3,5","20,43",11,0.0,0,0,0,0.0,0,0,2,22,0,,,,,,,,,0.27277760597844475,85,65,2106
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,softball,Gustavus,Breck Carlson,,,,38,38,99,16,25,8,4,0,0,2,0,0,8,1,1,0,5,2,0,0,0,0,0,0,0,0.262,29,108,1,1.0,0.253,0.293,54,91,14,0,0,0,0,4,0,159,0.912,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2,27,38,"8,34",0.24,8,34,"16,52",0.31,16,52,"9,28",0.32,9,28,"0,6",0.0,0,6,0,0,0,0,"5,26","5,9","27,60",86,0.0,0,0,0,0.0,0,0,4,28,0,,,,,,,,,0.242875140510682,86,65,2141
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,softball,St. Catherine,Alexa Carlstrom,,,,35,32,67,15,15,7,5,0,1,6,0,5,13,5,2,2,0,0,0,0,0,0,0,0,0,0.333,23,78,4,0.5,0.224,0.343,25,30,1,0,0,12,4,1,0,56,0.982,16,0.75,69.0,1.0,10.0,6.0,4.0,0.0,4.0,1.0,0.0,0.0,70.1,40.0,31.0,22.0,36.0,9.0,1.0,2.0,3.09,275.0,313.0,8.0,9.0,0.0,2.0,5.0,0.0,0.0,18.0,0.251,4,4,17,18,"5,25",0.2,5,25,"8,34",0.24,8,34,"5,25",0.2,5,25,"0,1",0.0,0,1,0,0,0,0,"6,15","3,7","20,38",45,0.0,0,0,2,0.0,0,0,8,27,0,46.0,117.0,0.0,"1,3","4,9","3,7",0.0,"2,6",0.1894814953276679,87,64,2256
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,softball,Macalester,Martha Miller,,,,35,27,62,11,15,6,3,0,1,5,0,3,6,2,2,1,5,0,0,0,0,0,0,0,0,0.329,21,75,3,0.667,0.242,0.339,12,40,4,0,0,14,0,0,0,56,0.929,14,1.0,88.0,1.0,21.0,12.0,7.0,0.0,11.0,3.0,0.0,0.0,99.2,51.0,44.0,34.0,74.0,18.0,0.0,6.0,3.09,382.0,437.0,6.0,8.0,0.0,5.0,8.0,0.0,0.0,21.0,0.23,0,4,26,18,"4,20",0.2,4,20,"8,31",0.26,8,31,"5,22",0.23,5,22,"0,5",0.0,0,5,0,0,0,0,"3,13","2,4","20,40",23,0.0,0,0,79,0.0,0,0,10,18,0,113.0,108.0,0.0,"2,3","2,8","2,4",0.0,"0,2",0.1672490863670662,88,64,2262
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,softball,Concordia,Corra Utash,,,,21,5,33,4,6,5,0,1,2,3,0,0,5,1,3,0,0,0,0,0,0,0,0,0,0,0.25,14,36,3,1.0,0.182,0.424,4,14,4,0,0,0,0,0,0,22,0.818,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,11,12,"3,16",0.19,3,16,"4,26",0.15,4,26,"1,16",0.06,1,16,0,0.0,0,0,0,0,0,0,"1,3","1,5","5,26","0,1",0.0,0,1,113,0.0,0,0,1,16,0,,,,,,,,,0.08217715598570269,89,64,2373
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,softball,Hamline,G. Tuhy,,,,35,35,92,11,20,11,3,0,0,9,0,5,11,3,3,0,4,1,0,0,0,0,0,0,0,0.318,23,111,3,1.0,0.217,0.25,130,54,7,0,0,0,0,6,0,191,0.963,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,10,25,35,"6,25",0.24,6,25,"11,47",0.23,11,47,"8,28",0.29,8,28,"2,5",0.4,2,5,0,0,0,0,"9,23","5,8","24,55",80,0.0,0,0,0,0.0,0,0,8,13,0,,,,,,,,,0.06428527674012986,90,64,2288
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,softball,Augsburg,Olivia Hennager,,,,35,35,99,17,24,12,6,0,0,9,0,0,23,7,1,1,0,0,0,0,0,2,0,3,0,0.306,30,108,2,0.5,0.242,0.303,20,63,10,0,0,0,0,2,0,93,0.892,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,6,27,14,"6,28",0.21,6,28,"15,52",0.29,15,52,"9,37",0.24,9,37,"2,9",0.22,2,9,0,0,0,0,"4,16","7,12","35,58",16,0.0,0,0,0,0.0,0,0,11,20,0,,,,,,,,,0.060238004511880494,91,64,2312
